장소명,카테고리,전화번호,주소,거리(m),카카오지도_URL,위도,경도,대표메뉴1,가격1,대표메뉴2,가격2,대표메뉴3,가격3,비고
노브랜드버거 부산대점,음식점 > 패스트푸드 > 노브랜드버거,051-512-7769,부산 금정구 부산대학로 26,453,http://place.map.kakao.com/1557539181,35.2312669643288,129.088386153419,,,,,,,
써브웨이 부산대역점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,051-517-3331,부산 금정구 금정로60번길 40,553,http://place.map.kakao.com/1116784321,35.22932768155554,129.0883869561955,,,,,,,
샌드픽 부산대점,음식점 > 패스트푸드 > 샌드위치,,부산 금정구 금강로 248-6,290,http://place.map.kakao.com/1717595341,35.2300926203326,129.08510296924,,,,,,,
샌더샌드위치,음식점 > 패스트푸드 > 샌드위치,,부산 금정구 금정로 126,545,http://place.map.kakao.com/1863532871,35.235878871115,129.087821234889,,,,,,,
덮밥장사장 부산대점,음식점 > 퓨전요리 > 퓨전일식,0507-1362-3627,부산 금정구 금강로 275,164,http://place.map.kakao.com/1992050396,35.2327593036446,129.085353550846,,,,,,,
촨촨향양꼬치,음식점 > 중식 > 양꼬치,010-6858-8905,부산 금정구 부산대학로50번길 39,257,http://place.map.kakao.com/2141199639,35.2331271253827,129.086285549779,,,,,,,
포맨티코,음식점 > 아시아음식 > 동남아음식 > 베트남음식,051-583-2682,부산 금정구 장전로12번길 16,586,http://place.map.kakao.com/1917999798,35.2284189874838,129.087832109376,,,,,,,
서울깍두기 본점,음식점 > 한식 > 설렁탕,051-582-9005,부산 금정구 장전온천천로 75,469,http://place.map.kakao.com/16239198,35.2316871906561,129.088682483147,,,,,,,
크리스피크림도넛 부산대점,음식점 > 간식 > 도넛 > 크리스피크림도넛,051-514-1937,부산 금정구 부산대학로 31,405,http://place.map.kakao.com/2103281318,35.2310438337109,129.08773903554,,,,,,,
소사베이커리,"음식점 > 간식 > 제과,베이커리",010-4530-2321,부산 금정구 금정로119번길 14,445,http://place.map.kakao.com/1493457719,35.2354950631064,129.086719642633,,,,,,,
탕화쿵푸마라탕 부산대점,음식점 > 중식 > 중국요리 > 탕화쿵푸마라탕,051-583-5233,부산 금정구 금강로 267,146,http://place.map.kakao.com/1140643670,35.231880976758035,129.08507516143462,,,,,,,
